"","pes21_occ_text"
"10511",""
"10512","video game creator from home"
"10513","Office Administrator"
"10514","Comptable"
"10515",""
"10516","-99"
"10517","student"
"10518","Technician"
"10519","Miner"
"10520","counselor"
"10521","Retrsite"
"10522","Service Tech."
"10523","Zoological/Animal care."
"10524","Salarié"
"10525","-99"
"10526",""
"10527","gestionnaire des opérations"
"10528","Software Developer"
"10529","referee"
"10530","Retail"
"10531",""
"10532",""
"10533",""
"10534","-99"
"10535",""
"10536","Travail à temps plein"
"10537",""
"10538","Legal"
"10539","Disabled"
"10540","Fonctionnaire"
"10541",""
"10542",""
"10543","Conseiller en sécurité civile"
"10544",""
"10545",""
"10546","Sales Management"
"10547",""
"10548",""
"10549","none"
"10550",""
"10551","Analyste en informatique"
"10552","PSW Certified"
"10553","Business Owner"
"10554",""
"10555","Conseiller financier"
"10556","directrice administrative"
"10557","technicienne pharmacie"
"10558","Student"
"10559","Emballeur"
"10560","sales"
"10561",""
"10562",""
"10563","-99"
"10564","warehouse worker"
"10565",""
"10566","Health care"
"10567","Propriétaire d'entreprise"
"10568","student"
"10569","Manager Informatique"
"10570",""
"10571","Communications"
"10572","-99"
"10573",""
"10574","Server"
"10575",""
"10576","Project manager"
"10577","Canada Post admin employee"
"10578","Content Creator"
"10579","consultant"
"10580","Municipal Police Detective Sergeant"
"10581",""
"10582","secrétaire"
"10583","-99"
"10584","-99"
"10585","on disability, but I used to work in social services"
"10586",""
"10587","self employed"
"10588",""
"10589","Finance"
"10590","Sales"
"10591",""
"10592","Operations"
"10593","Retired Military"
"10594","-99"
"10595","teacher"
"10596",""
"10597","Civil Servent"
"10598","Equiopment operator"
"10599","-99"
"10600",""
"10601","conseillère en voyages"
"10602","Teacher"
"10603","Teacher"
"10604","Engineer"
"10605",""
"10606","-99"
"10607","Consulting"
"10608",""
"10609","High school chemistry teacher not far from Western 😉"
"10610",""
"10611","Research assistant"
"10612",""
"10613","TEC-LAB"
"10614",""
"10615","Technologue en architecture"
"10616","architecte de paysage"
"10617",""
"10618",""
"10619","-99"
"10620",""
"10621",""
"10622",""
"10623","-99"
"10624","Musicien professionnel"
"10625","Front desk"
"10626",""
"10627","Retraité"
"10628",""
"10629","assistante administrative"
"10630","Administrator of newsroom"
"10631","HR"
"10632","Banker"
"10633",""
"10634","retired"
"10635","Funrraiser"
"10636","Milwright"
"10637","Custom broker"
"10638","-99"
"10639",""
"10640","Chief Librarian for Community Library"
"10641","Student"
"10642","-99"
"10643","Auditor"
"10644","analyst"
"10645","Accounting"
"10646","Teacher"
"10647","-99"
"10648","-99"
"10649","Civil service"
"10650","Project Management"
"10651","Enseignante"
"10652","-99"
"10653","-99"
"10654","-99"
"10655","-99"
"10656","Accounting"
"10657",""
"10658",""
"10659","Homemaker/freelancer"
"10660","Ontario Gov"
"10661",""
"10662","retraité ébéniste"
"10663","engineer"
"10664",""
"10665","Accountant"
"10666","étudiant"
"10667","Cashier"
"10668","Railcar mechanic"
"10669",""
"10670","laborer"
"10671","Retired"
"10672",""
"10673","biosafety officer"
"10674","Machine operator"
"10675",""
"10676","Student"
"10677",""
"10678","-99"
"10679",""
"10680","Teacher"
"10681","-99"
"10682","Supervisor Canada Post"
"10683","parking lot supervisor"
"10684","Government (retired)"
"10685",""
"10686","engineer"
"10687","Student"
"10688","peintre"
"10689","Health care aid"
"10690","Security Guard"
"10691","Cook"
"10692","It project analyst"
"10693",""
"10694",""
"10695","Farmer"
"10696",""
"10697","Administration"
"10698","finance manager"
"10699",""
"10700",""
"10701","Student"
"10702","Vendeur"
"10703","Emploi temps plein"
"10704","IT"
"10705","-99"
"10706",""
"10707","-99"
"10708","Retraite"
"10709","government"
"10710","Computer Technician"
"10711","Admin Assistant"
"10712","Data Manager"
"10713",""
"10714","Programmer/Analyst"
"10715","Law enforcement"
"10716",""
"10717","Nurse"
"10718","Consultant"
"10719",""
"10720","cover symptom tester"
"10721","Homemaker"
"10722",""
"10723","journalier"
"10724","-99"
"10725",""
"10726",""
"10727","-99"
"10728","-99"
"10729","Pharmacy tech"
"10730","freelance chef"
"10731","farmer"
"10732","health care"
"10733","Representant"
"10734","Contremaitre usine"
"10735","Care aid"
"10736","Homemaker"
"10737","office worker"
"10738",""
"10739","carpenter"
"10740","Library worker"
"10741",""
"10742",""
"10743",""
"10744",""
"10745","Student"
"10746","Health & Education professional"
"10747","Military"
"10748","Gestion"
"10749",""
"10750","serveuse"
"10751","mecanicien"
"10752","business owner"
"10753","registered psychiatric nurse"
"10754","enseignante"
"10755","Federal Government - Policy"
"10756","Enseignante"
"10757",""
"10758",""
"10759","Admin"
"10760","Fonctionnaire provincial"
"10761","Driver"
"10762","Freelance writer"
"10763","Student"
"10764",""
"10765","RN"
"10766","Veterinrian"
"10767","Student"
"10768",""
"10769","Safety coordinator"
"10770","-99"
"10771",""
"10772",""
"10773",""
"10774","Chauffeur d'autobus"
"10775",""
"10776",""
"10777","Purchasing Manager"
"10778","artist"
"10779","Fonctionnaire fédéral"
"10780","teacher"
"10781","cashier"
"10782",""
"10783",""
"10784",""
"10785",""
"10786","Avocate"
"10787","Educational Coordinator"
"10788",""
"10789","Programmeur-analyste"
"10790","Federal public service programme officer"
"10791",""
"10792",""
"10793","-99"
"10794","educator"
"10795","retired"
"10796",""
"10797","-99"
"10798","-99"
"10799",""
"10800",""
"10801","-99"
"10802",""
"10803","Pension plan analyst"
"10804",""
"10805",""
"10806","Enseignant"
"10807","clergy"
"10808","Retired"
"10809","City programs manager"
"10810","vérificateur"
"10811","retired"
"10812","RECE"
"10813","-99"
"10814",""
"10815","opérateurs"
"10816","Comptable"
"10817",""
"10818","retraitée"
"10819",""
"10820","student"
"10821",""
"10822",""
"10823","Contrôleur traffic"
"10824","FISHERMAN"
"10825",""
"10826",""
"10827",""
"10828",""
"10829","employed part time"
"10830","Social Worker"
"10831","Bilingual Customer Experience Specialist"
"10832",""
"10833","Administration"
"10834","Architecte TI"
"10835","Consultant"
"10836",""
"10837","Oil patch business owner"
"10838","Enseignante"
"10839","professeur"
"10840","Physician"
"10841",""
"10842","retired"
"10843","Musician"
"10844","Enseignante"
"10845",""
"10846","clerk"
"10847","social worker"
"10848",""
"10849","Comptable"
"10850","Professional"
"10851","Real Estate Salesperson"
"10852","Retraitee"
"10853","Archaeologist"
"10854","-99"
"10855",""
"10856","driver"
"10857",""
"10858","retired"
"10859","-99"
"10860","-99"
"10861","advertising"
"10862","Federal Government"
"10863","Nurse"
"10864","Gestionnaire dans le réseau de la santé au Québec"
"10865","piano technician and music teacher"
"10866","Sales"
"10867",""
"10868",""
"10869",""
"10870","COMMIS"
"10871","Teaching"
"10872","Pharmacist"
"10873","Entrée de données"
"10874","fonctionnaire prov."
"10875","Information Technology"
"10876",""
"10877",""
"10878","étudiante"
"10879","Teacher"
"10880",""
"10881","student"
"10882",""
"10883","-99"
"10884","Ingénieur"
"10885",""
"10886",""
"10887","Transportation Economist/Planner"
"10888","Chargé de projet borne électrique gouv. Qc."
"10889",""
"10890","Systems Analyst"
"10891",""
"10892","Bilingual customer service"
"10893",""
"10894","BAR OWNER"
"10895",""
"10896",""
"10897","Educatrice"
"10898",""
"10899",""
"10900","Publiciste"
"10901","optometrist"
"10902","courtier immobilier"
"10903",""
"10904","Vet"
"10905",""
"10906","Travailleur temps plein"
"10907","student"
"10908","Biochemist"
"10909","-99"
"10910","Employment"
"10911","Refrigeration technician"
"10912",""
"10913","Dont know yet"
"10914","Law clerk"
"10915","IT Executive"
"10916","retired"
"10917",""
"10918","Sales & Marketing"
"10919","Environmental aide"
"10920","Sales"
"10921","ceo"
"10922","nurse"
"10923","marketing director"
"10924",""
"10925","ingénieur gestionnaire"
"10926","Aucune, inapte à l'emploi (syndrome de fatigue chronique)"
"10927",""
"10928","Miner"
"10929","Administrative health clerk"
"10930","Employé"
"10931","Assistant Food and Beverage Manager"
"10932","Étudiant"
"10933","Banking officer"
"10934","conseillere ressources humaines"
"10935","Compliance manager"
"10936","Professor"
"10937","Nurse"
"10938","-99"
"10939",""
"10940","factory worker"
"10941","Finance sector"
"10942","Directeur"
"10943","Représentante informatique"
"10944","-99"
"10945",""
"10946","Sales Supervisor"
"10947",""
"10948","Sales"
"10949",""
"10950","Inspector"
"10951","Xray tech"
"10952","Administration"
"10953",""
"10954",""
"10955","educational administrator"
"10956","Enseignante"
"10957","Police"
"10958","travail"
"10959","-99"
"10960",""
"10961",""
"10962","Étudiant"
"10963","Travail temps plein"
"10964",""
"10965","Labourer"
"10966","Banker"
"10967","College Professor"
"10968","Finance"
"10969","vente"
"10970",""
"10971","commis-enqueteur"
"10972","concierge immeuble"
"10973","Energy sector"
"10974","policier"
"10975",""
"10976","Professeur"
"10977","Au foyer"
"10978","-99"
"10979",""
"10980"," Avocate"
"10981","Flight Attendant"
"10982","consultant"
"10983","Receptionist"
"10984","-99"
"10985","-99"
"10986",""
"10987","office manager"
"10988","office worker"
"10989","Office Admin"
"10990","Maintenance production"
"10991","Comptable"
"10992","bus driver"
"10993","Retired Transportation Engineer"
"10994",""
"10995","Chauffeur"
"10996",""
"10997",""
"10998",""
"10999","Operations manager"
"11000",""
"11001","enseignante"
"11002","unemployed"
"11003","Caissière"
"11004","student"
"11005",""
"11006",""
"11007","travailleur"
"11008","teacher"
"11009","Ssp"
"11010","-99"
"11011",""
"11012","Manager"
"11013","-99"
"11014",""
"11015","Government"
"11016",""
"11017",""
"11018",""
"11019","Psychometrician"
"11020","retired politician"
"11021","journalier retraité"
"11022","-99"
"11023",""
"11024",""
"11025",""
"11026","-99"
"11027","avocate"
"11028","-99"
"11029","chauffeur"
"11030",""
"11031","informaticien"
"11032",""
"11033","Executive Assistant"
"11034","Hygiéniste dentaire"
"11035","-99"
"11036","Secrétaire"
"11037",""
"11038","Education"
"11039","Camionneur"
"11040",""
"11041",""
"11042","Dentist"
"11043","Nurse"
"11044","Retired"
"11045","Teacher"
"11046","Public Servant"
"11047","-99"
"11048","-99"
"11049","Fleet manager"
"11050",""
"11051","Accountant"
"11052",""
"11053","unemployed"
"11054","lawyer"
"11055","Carpenter"
"11056","Research and Development"
"11057",""
"11058",""
"11059","IT Manager"
"11060",""
"11061","-99"
"11062","Employée"
"11063",""
"11064","Etudiante"
"11065","-99"
"11066","-99"
"11067","Travaille"
"11068","Bakery Manager"
"11069","retired"
"11070",""
"11071",""
"11072","Tech de labo"
"11073",""
"11074","guide touristique"
"11075","Étudiant"
"11076","Mining Engineer/executive"
"11077",""
"11078","Student working part time"
"11079","assisting site supervisor in construction"
"11080","Gestionnaire"
"11081",""
"11082",""
"11083","-99"
"11084","-99"
"11085",""
"11086","Homemaker"
"11087","Bookkeeper"
"11088",""
"11089","Enseignante"
"11090","Agent de sécurité"
"11091","Customer service"
"11092",""
"11093","Electrical Engineer"
"11094","bookkeeper"
"11095","Manager"
"11096","auto assembler"
"11097","Coordonnatrice"
"11098","emploi temps plein"
"11099","Bénévolat"
"11100","24 hr/day caregiver to an elderly person with dementia"
"11101",""
"11102","Analyst"
"11103","Gov of Canada"
"11104",""
"11105",""
"11106","-99"
"11107","Administrative Assistant"
"11108","Acheteur"
"11109",""
"11110","Fonctionnaire"
"11111",""
"11112","Quality Manager"
"11113","Caissière"
"11114","sales"
"11115","-99"
"11116","Tec,ver. Fiscale"
"11117","éducateur spécialisé"
"11118","Retired"
"11119","Sales"
"11120","Teacher"
"11121","Employée à temps plein / communications"
"11122",""
"11123","Éducation"
"11124","-99"
"11125","Office worker"
"11126",""
"11127","Adjointe"
"11128",""
"11129","-99"
"11130","administration"
"11131",""
"11132","Security Consultant"
"11133","Manufacturing"
"11134","technicien en intormatique"
"11135",""
"11136",""
"11137",""
"11138","Student"
"11139","Retired"
"11140","Retired"
"11141","manager"
"11142","Chemical Lab Tech"
"11143","retired"
"11144","Self employed"
"11145",""
"11146","Park planner, provincial government"
"11147","Business"
"11148","insurance"
"11149",""
"11150",""
"11151",""
"11152","Public worker"
"11153","Inside sales"
"11154","Student"
"11155","Logistics"
"11156","Labor"
"11157","-99"
"11158","-99"
"11159",""
"11160","retraité"
"11161","Travailleuse sociale"
"11162","Disabled"
"11163","transcriptionist"
"11164",""
"11165",""
"11166",""
"11167","Manager"
"11168","étudiante"
"11169",""
"11170","-99"
"11171",""
"11172","Union staff"
"11173","Customer service"
"11174",""
"11175","Educator/ School Head"
"11176",""
"11177","adjointe administrative"
"11178","-99"
"11179","n/a"
"11180","care aide"
"11181","Retired"
"11182","Teacher"
"11183","Admin"
"11184","-99"
"11185","Programmeur analyse"
"11186","-99"
"11187","Student"
"11188",""
"11189","Accountant"
"11190","Developmental Support Worker"
"11191","Le sport"
"11192",""
"11193","Retired"
"11194","Securité"
"11195","retired"
"11196",""
"11197","sales"
"11198",""
"11199","Personal Support Worker"
"11200",""
"11201","Manager"
"11202",""
"11203","Clerical"
"11204","Utility"
"11205","Millwright"
"11206","Account manager"
"11207",""
"11208","student"
"11209","Manager"
"11210",""
"11211","IT consultant"
"11212","School Principal"
"11213","law clerk"
"11214","Disabled/security guard"
"11215","Health"
"11216","Accountant"
"11217","Public service"
"11218","Human Resources Exec"
"11219","Cook"
"11220",""
"11221","-99"
"11222",""
"11223","Conseillère pédagogique"
"11224","-99"
"11225","Teacher"
"11226","Coordonnatrice"
"11227",""
"11228","education assistant"
"11229",""
"11230","-99"
"11231","Director Career Services (retired)"
"11232",""
"11233","WCB REPRESENTATIVE"
"11234","Engineer"
"11235","Accountant"
"11236","étudiant"
"11237","HVAC Technician"
"11238","millworker"
"11239","retired financial consultant"
"11240","massage therapist"
"11241","Telecom"
"11242","mail carrier"
"11243","Health and Safety Consultant"
"11244",""
"11245",""
"11246",""
"11247",""
"11248",""
"11249","Teacher"
"11250","manager"
"11251","Travailleur autonome"
"11252","ECE"
"11253","Secrétaire"
"11254","Travailleuse sociale"
"11255","Self employed"
"11256","i work in entertainment"
"11257",""
"11258","pipefitter/plumber/ steamfitter"
"11259","Maintenance"
"11260",""
"11261","It Tech"
"11262",""
"11263",""
"11264","Executive Assistant"
"11265",""
"11266","-99"
"11267","-99"
"11268","Project Manager"
"11269","PSW"
"11270","sans emploi"
"11271","personal support worker"
"11272",""
"11273",""
"11274",""
"11275","Communications"
"11276","Conseiller au gouvernement"
"11277",""
"11278","Service Industry"
"11279",""
"11280","auto teck"
"11281","Inspector"
"11282","Manager"
"11283","Nurse"
"11284","-99"
"11285","Communications"
"11286",""
"11287","accountant"
"11288",""
"11289","Cashier"
"11290","pilot"
"11291","HVAC SALES"
"11292","homemaker"
"11293","student"
"11294","Acoustic technologist"
"11295","Senior Manager"
"11296","Agent de bureau"
"11297","Évaluateur foncier"
"11298","retired teacher  now travel agent"
"11299","Cashier"
"11300","Student"
"11301",""
"11302","education"
"11303","Student"
"11304","Teacher and textbook author"
"11305","technicien evaluation immobiliere"
"11306","Fonctionnaire"
"11307",""
"11308",""
"11309","-99"
"11310","chauffeur autobus"
"11311","-99"
"11312","RAIL TRAFFIC CONTROLLER"
"11313",""
"11314","Criminal Investigator"
"11315","Bénévole pour les personnes agées"
"11316",""
"11317",""
"11318","Adjointe adm."
"11319","IT Support"
"11320","College professor"
"11321","Transportation"
"11322","Warehouse worker"
"11323","Technicienne en administration"
"11324",""
"11325","-99"
"11326","gerant de vente"
"11327",""
"11328","R&D scientist"
"11329","Ironworker"
"11330","Government administration"
"11331","-99"
"11332","Commis"
"11333",""
"11334","Insurance account manager"
"11335",""
"11336","Community facilitator for people with disabilities"
"11337","-99"
"11338","software developer"
"11339",""
"11340",""
"11341","teacher"
"11342","-99"
"11343","Planificateur"
"11344","technicien"
"11345","Sales"
"11346",""
"11347","service assosciate"
"11348",""
"11349","Physical therapist"
"11350","Directeur des ventes"
"11351",""
"11352","church minister"
"11353","Homemaker"
"11354","Enseignante"
"11355","Teacher/tutor"
"11356","Retired"
"11357",""
"11358","BANK EMPLOYER"
"11359","Professional"
"11360","-99"
"11361",""
"11362","professional"
"11363","Machinist"
"11364","Tv producer"
"11365","Therapist"
"11366","Restaurant manager"
"11367",""
"11368",""
"11369",""
"11370","Retired"
"11371","full time"
"11372","Finances"
"11373",""
"11374","Bookkeeper"
"11375","Supervisor"
"11376",""
"11377","Human Resources Management"
"11378","Fonctionnaire tech en administration"
"11379","Public Servant"
"11380","Student"
"11381","Secretary"
"11382","engineer"
"11383","customer service"
"11384","Disabled"
"11385",""
"11386","T.Forestier"
"11387","Livreur"
"11388","-99"
"11389","Administration"
"11390",""
"11391","Executive"
"11392",""
"11393","Disabled"
"11394",""
"11395","Chômage"
"11396","Infirmière clinicienne"
"11397","RAILROAD CARMAN"
"11398","-99"
"11399","Student"
"11400",""
"11401","Commis reception"
"11402",""
"11403",""
"11404","RVT"
"11405","Infirmière auxilière"
"11406",""
"11407","-99"
"11408","Management Consultant"
"11409",""
"11410","Teacher"
"11411",""
"11412",""
"11413","Temps plein, bureau"
"11414","dealer"
"11415","Etudiante"
"11416","Recreation Manager"
"11417","Travailleur autonome"
"11418",""
"11419","Research coordinator"
"11420",""
"11421","manager"
"11422","Corrections officer"
"11423",""
"11424",""
"11425",""
"11426",""
"11427","Fonctionnaire"
"11428",""
"11429","technicien"
"11430",""
"11431","Marketing"
"11432",""
"11433","Office admin"
"11434","court documentations clerk"
"11435","-99"
"11436","-99"
"11437","Banking."
"11438","general laborer"
"11439","Medical technologist"
"11440","-99"
"11441",""
"11442",""
"11443","Professionnel"
"11444","business analyst"
"11445","Manager, Account Management"
"11446",""
"11447","Opticien"
"11448",""
"11449","Registered Nurse"
"11450","Office manager"
"11451","SEC DIRECTION"
"11452","engineer"
"11453","Tax audit supervisor"
"11454","Consultant"
"11455",""
"11456","engineer"
"11457","-99"
"11458","social services"
"11459","analyste en informatique"
"11460",""
"11461",""
"11462",""
"11463","Sans emploie"
"11464","Nurse"
"11465","administration"
"11466","Communication technition"
"11467","customer service"
"11468","Unemployed"
"11469","Computer Repair"
"11470","employer à temps plein"
"11471","Policier"
"11472","Financial Advisor"
"11473","Paramedic"
"11474","pompier"
"11475","Supervising consultant"
"11476","Enseignante au secondaire"
"11477","House wife"
"11478",""
"11479",""
"11480","sales"
"11481","HR"
"11482",""
"11483","-99"
"11484","retired"
"11485",""
"11486","government worker"
"11487",""
"11488","-99"
"11489","Retired"
"11490","-99"
"11491",""
"11492","-99"
"11493","Retired accountant"
"11494","-99"
"11495","Shipper/Receiver"
"11496","-99"
"11497",""
"11498","Driver"
"11499",""
"11500","retired"
"11501",""
"11502",""
"11503","House Cleaner"
"11504",""
"11505","PSW"
"11506","Retail"
"11507",""
"11508",""
"11509","Operation manager"
"11510","service industry"
"11511","Métallurgie"
"11512","Intervenante sociale"
"11513","Educator"
"11514","Director"
"11515","Accountant"
"11516","professeur universitaire"
"11517","-99"
"11518","Teacher"
"11519","Salesman"
"11520",""
"11521","Social worker"
"11522","-99"
"11523","-99"
"11524","-99"
"11525","Enseignant"
"11526","Retired"
"11527","-99"
"11528","Administrator"
"11529","Educator"
"11530","Teacher"
"11531","Customer service agent"
"11532","Infirmier-auxiliaire"
"11533","Director"
"11534",""
"11535","Directeur Centre Hospitalier"
"11536","Project Management"
"11537","accounting"
"11538","executive assistant"
"11539",""
"11540","Bank teller"
"11541",""
"11542",""
"11543","None"
"11544","caregiver"
"11545",""
"11546","Student"
"11547","Police officer"
"11548","Self employed"
"11549",""
"11550","Ouvrier de maintenance"
"11551","Étudiante"
"11552",""
"11553","enseignant"
"11554","Manager"
"11555",""
"11556","Avionique"
"11557","Étudiant"
"11558","Student"
"11559","HR"
"11560",""
"11561","CPA"
"11562","retraité"
"11563","Management"
"11564","Retraite"
"11565","-99"
"11566","-99"
"11567",""
"11568","provincial civil servant"
"11569","enforcement"
"11570",""
"11571","self-employed"
"11572","salarié à temps complet"
"11573","-99"
"11574",""
"11575","employé temps plein"
"11576","Surveillant"
"11577",""
"11578","Medical administrator"
"11579","Engineer"
"11580","-99"
"11581","Retail management"
"11582",""
"11583","Conseiller principal en gestion"
"11584","-99"
"11585","manager, insurance co."
"11586","-99"
"11587","Environmental Officer"
"11588",""
"11589","General labour"
"11590","Engineer"
"11591","Cu"
"11592","Étudiant"
"11593",""
"11594",""
"11595",""
"11596","mechanic"
"11597","Engineer"
"11598","-99"
"11599","Retired teacher"
"11600","-99"
"11601","hospital worker"
"11602",""
"11603",""
"11604","retraité"
"11605",""
"11606",""
"11607","administrator"
"11608",""
"11609","Office Manager"
"11610","-99"
"11611",""
"11612",""
"11613","Employé de bureau"
"11614",""
"11615","Teacher"
"11616","Medical Laboratory Technologist"
"11617","Retail Sales"
"11618","Farmer"
"11619",""
"11620","businessman"
"11621","Your guide"
"11622","Director"
"11623",""
"11624",""
"11625",""
"11626","Business Analyst"
"11627",""
"11628","Engineer"
"11629",""
"11630","-99"
"11631","Homemaker"
"11632","telecommunications"
"11633",""
"11634","-99"
"11635","Lawyer"
"11636","Sales"
"11637","Supervisor"
"11638",""
"11639","commis de bureau"
"11640","Psw"
"11641","Géomorphologue"
"11642",""
"11643","Government worker"
"11644",""
"11645","-99"
"11646","Étudiant"
"11647","Ingénieur"
"11648","Pilot"
"11649","Self employed"
"11650","V.P. Director Investment Firm"
"11651","Pharmacienne"
"11652","Analyst"
"11653","-99"
"11654",""
"11655","customer service rep"
"11656","sommelier"
"11657",""
"11658","-99"
"11659","Logistics Specialist"
"11660","-99"
"11661","fonctionnaire fédérale"
"11662","Writer"
"11663",""
"11664","SHIPPER /RECEIVER"
"11665","clerical"
"11666","Administrator"
"11667",""
"11668","Former = Actress"
"11669","Diversity Program Manager"
"11670",""
"11671","Employée"
"11672",""
"11673",""
"11674",""
"11675","education"
"11676","travail temp plein"
"11677","Contrôleur aérien"
"11678","clerical"
"11679","Driver"
"11680",""
"11681",""
"11682","Sales"
"11683","Engineer"
"11684","N/A - I am a student"
"11685","Government"
"11686",""
"11687",""
"11688","Massothérapeute"
"11689","-99"
"11690","comseillère en approvisionnement TI/STI"
"11691","Professional Engineer"
"11692","Éducatrice en garderie"
"11693","statistician"
"11694","Retraité"
"11695",""
"11696",""
"11697",""
"11698","Human Resources"
"11699","ANALYST SYSTEM"
"11700",""
"11701","Recreational therapist in long term care facility"
"11702",""
"11703",""
"11704","designer/goldsmith"
"11705","secretary"
"11706","retired"
"11707","Registered nurse"
"11708","Manager"
"11709","Retiree"
"11710","Language coordinator"
"11711","Law clerk"
"11712",""
"11713",""
"11714",""
"11715","entrepreneur"
"11716","business consultant"
"11717","Unemployed, on AISH"
"11718","Business owner"
"11719","-99"
"11720","chef des services financiers d'une société d'État"
"11721","-99"
"11722","computer programmer"
"11723","Health care"
"11724",""
"11725",""
"11726","professor"
"11727","lawyer"
"11728","tuyauteur"
"11729",""
"11730","Ingenieur"
"11731","labourer"
"11732",""
"11733","Ingénieur en force motrice"
"11734","Junior UX Designer"
"11735",""
"11736","retired"
"11737","Auctioneer"
"11738","-99"
"11739","-99"
"11740","Self employed"
"11741",""
"11742","retraité"
"11743","Pension Administrator"
"11744",""
"11745","Sales mgr"
"11746","clerk"
"11747","lawyer"
"11748",""
"11749","Power Engineer"
"11750",""
"11751",""
"11752",""
"11753","Au foyer"
"11754","-99"
"11755","Radiolody technologist"
"11756","-99"
"11757","postal clerk"
"11758","Small business owner"
"11759","Inventory manager"
"11760",""
"11761","concierge"
"11762","infirmière"
"11763",""
"11764","Teacher"
"11765",""
"11766",""
"11767",""
"11768","long-term disability since 1986"
"11769","Construction"
"11770",""
"11771","Teacher"
"11772","-99"
"11773","Professeur"
"11774",""
"11775","RN"
"11776","Optometrist"
"11777",""
"11778","Director of Liturgy"
"11779","Public servant"
"11780",""
"11781",""
"11782","-99"
"11783","Administrator"
"11784",""
"11785","-99"
"11786","proprietor"
"11787","Hygiéniste dentaire"
"11788",""
"11789","analyst"
"11790","manager"
"11791","Technicien"
"11792","Warehouseman"
"11793","Research Manager"
"11794",""
"11795","health consultant"
"11796","Advisor"
"11797","Customs Superintendent"
"11798","Manager"
"11799","full time"
"11800",""
"11801","Étudiant"
"11802","manuelle"
"11803","teacher"
"11804","Électricien"
"11805","Outreach worker"
"11806","retired nurse"
"11807","accounting manager"
"11808",""
"11809","Assistante pharmacie"
"11810",""
"11811","Administration"
"11812","government employee"
"11813","Federal Civil Servant"
"11814","-99"
"11815","Sr. Licensing Tech."
"11816",""
"11817","Manager"
"11818","enseignante"
"11819","Enseignante"
"11820","Union representative"
"11821",""
"11822",""
"11823",""
"11824","biologist"
"11825","-99"
"11826","-99"
"11827",""
"11828",""
"11829","Manoeuvre"
"11830","Travail de bureau"
"11831",""
"11832","Enseignant"
"11833","Credential assessor"
"11834","agent service correctionel"
"11835",""
"11836","Data specialist"
"11837","Artist"
"11838",""
"11839","Manager"
"11840","Office administrator"
"11841",""
"11842","-99"
"11843","caissière"
"11844","retail"
"11845","Education"
"11846",""
"11847",""
"11848","Unemployed"
"11849",""
"11850","Nurse"
"11851","Accountant"
"11852","Interior Designer / Architectural Technologist"
"11853","clerical"
"11854","-99"
"11855","Homemaker"
"11856","Project manager"
"11857",""
"11858","Administrative Assistant"
"11859","Patient care coordinator"
"11860","Self-employed"
"11861","-99"
"11862","Pharmacy Technician"
"11863","Charity CEO"
"11864","Retired Bus Driver"
"11865","Music teacher"
"11866","Office manager/bookkeeper"
"11867","Lawyer"
"11868",""
"11869","clerical"
"11870","Foster parent"
"11871","-99"
"11872","Bank, teller"
"11873","comptes payables-recevables"
"11874","Engineer"
"11875","Policy Analyst"
"11876","Sans emploi"
"11877","-99"
"11878","Secrétariat"
"11879",""
"11880","EXECUTIVE  CHEF"
"11881","project officer"
"11882",""
"11883",""
"11884","retired"
"11885","-99"
"11886","School Bus Driver"
"11887","Railway Specialist"
"11888","Student"
"11889",""
"11890","psychologist"
"11891","Agent d’emploi"
"11892","Bricklayer"
"11893",""
"11894",""
"11895","Teacher"
"11896","Police"
"11897","Technicienne en pharmacie"
"11898","student"
"11899","Clergy"
"11900","Finance"
"11901","mechanic"
"11902","Electrical Engineer"
"11903",""
"11904",""
"11905","Transportation"
"11906","Emergency Management Planner"
"11907",""
"11908",""
"11909","directrice d'école"
"11910",""
"11911","Communications coordinator"
"11912",""
"11913",""
"11914",""
"11915","truck driver"
"11916","analyste en informatique"
"11917","Teacher"
"11918",""
"11919","Educatrice service de garde"
"11920",""
"11921","Engineer"
"11922","academic advisor"
"11923","étudiante"
"11924","Supervisor"
"11925","-99"
"11926","Analyst"
"11927","Finance"
"11928","Business Officer"
"11929","étudiant"
"11930","Part time"
"11931","Coach"
"11932","Travaille temps plein"
"11933","-99"
"11934","Clerical"
"11935","Psychiatric nurse"
"11936","intervenante sociale"
"11937","Police Officer"
"11938",""
"11939","Tuyauter"
"11940",""
"11941","-99"
"11942","Étudiante"
"11943","-99"
"11944","Factory worker"
"11945","Letter carrier"
"11946","oil & gas"
"11947","Responsable TI"
"11948","Office afministration"
"11949","-99"
"11950","Management Consultant"
"11951","registered nurse"
"11952","Utility Manager"
"11953","asdf"
"11954","Financial Planning"
"11955","-99"
"11956","Retail Management"
"11957",""
"11958","Stores clerk"
"11959",""
"11960","-99"
"11961","security"
"11962","-99"
"11963","teacher"
"11964",""
"11965","-99"
"11966","Office Manager"
"11967",""
"11968","Teacher"
"11969","Emploi temps plein"
"11970",""
"11971","Business Analyst"
"11972","electrician"
"11973","secretarial work"
"11974","Optician"
"11975","Arborist Assistant"
"11976","Business Analyst"
"11977","VFX Production Assistant"
"11978","Student"
"11979",""
"11980","secrétaire"
"11981","Law"
"11982","Legal admin"
"11983","Communicaton Specialist"
"11984","Consultant"
"11985","bucheron"
"11986","Analyst"
"11987","deskjob"
"11988","Retired project manager."
"11989","-99"
"11990",""
"11991",""
"11992","Driver"
"11993","-99"
