"","pes21_occ_text"
"11994","-99"
"11995","Retraite"
"11996",""
"11997","Registered Nurse"
"11998","temps plein"
"11999",""
"12000",""
"12001",""
"12002",""
"12003","sales rep"
"12004","Software Developer"
"12005","employée de laboratoire"
"12006","General manager"
"12007",""
"12008",""
"12009","Nanny"
"12010","Disability manager"
"12011","-99"
"12012",""
"12013","Conseillere"
"12014","Customer service representative"
"12015",""
"12016","Scientist"
"12017",""
"12018","Insurance Broker"
"12019","Social Worker"
"12020","Student"
"12021",""
"12022","self-employed"
"12023",""
"12024","-99"
"12025",""
"12026",""
"12027",""
"12028","Assistant technique en pharmacie"
"12029","Clerical"
"12030","manager"
"12031",""
"12032",""
"12033",""
"12034",""
"12035",""
"12036","Non-profit executive director"
"12037","Accountant, CPA"
"12038","Négociateur"
"12039",""
"12040","IT Director"
"12041",""
"12042",""
"12043",""
"12044","retail"
"12045",""
"12046",""
"12047","MANAGER"
"12048","RMT"
"12049","dental"
"12050","enseignant"
"12051","Technical Support"
"12052","Childcare"
"12053",""
"12054",""
"12055","Surveillant d’élèves à l’école primaire."
"12056","Teacher"
"12057","Retail"
"12058","University student and work part time"
"12059",""
"12060",""
"12061","Home Care/ Student"
"12062","-99"
"12063","-99"
"12064",""
"12065",""
"12066","-99"
"12067","Mental health Therapist"
"12068",""
"12069",""
"12070","Covid"
"12071",""
"12072",""
"12073","Fonctionnaire"
"12074","law clerk"
"12075","cashier"
"12076","-99"
"12077","Dispatcher"
"12078","-99"
"12079","Attachée d’administration au gouv. Du Québec"
"12080","Infirmière (Bac universitaire nursing"
"12081","Travail à temps plein"
"12082","IT technician"
"12083","Educator, paramedic"
"12084",""
"12085",""
"12086","Office Facilities Co-Ordinator"
"12087","Cook"
"12088","Inhalothérapeute"
"12089",""
"12090",""
"12091","-99"
"12092","Interior Designer"
"12093","directrice des finances"
"12094","Researcher"
"12095","CEO"
"12096","Park Ranger"
"12097",""
"12098","-99"
"12099",""
"12100","Social worker manager"
"12101",""
"12102","Secrétaire"
"12103","Concierge"
"12104","Administrator"
"12105","dispatcher"
"12106","High school teacher"
"12107","infirmiere"
"12108",""
"12109","FULL TIME"
"12110","Realtor"
"12111","Ressources humaines au privé"
"12112",""
"12113",""
"12114","government employee"
"12115","étudiante"
"12116","Student"
"12117","Education"
"12118","Data manager"
"12119",""
"12120","Electrician"
"12121",""
"12122","Commissionaire"
"12123","Student"
"12124","étudiant"
"12125","Medical Secretary/Admin Assistant"
"12126","Administrations"
"12127","Consultant"
"12128",""
"12129","unemployed"
"12130","medical receptionist"
"12131","Secrétaire"
"12132",""
"12133",""
"12134","Administration"
"12135",""
"12136",""
"12137","Social  worker"
"12138","Teacher"
"12139","law enforcement"
"12140",""
"12141","-99"
"12142","Cadre intermédiaire"
"12143","Technicien en aéronautique"
"12144",""
"12145","Financial Planner"
"12146","Gestionnaire"
"12147","Clerical"
"12148",""
"12149","-99"
"12150","-99"
"12151","-99"
"12152","sales"
"12153","Banker"
"12154",""
"12155",""
"12156","Educator professor"
"12157","education"
"12158",""
"12159",""
"12160","real estate sales"
"12161","Land Acquisition"
"12162",""
"12163","public servant"
"12164","Éducatrice en milieu scolaire"
"12165",""
"12166","grief practitioner, artist"
"12167","ops mgr for concrete co"
"12168","Access Tec"
"12169","Agente administrative"
"12170","Administrative Coordinator"
"12171",""
"12172","-99"
"12173",""
"12174","Program Manager"
"12175",""
"12176","Retail"
"12177",""
"12178",""
"12179","administrative assistant"
"12180","Retraité"
"12181",""
"12182","It"
"12183","food service"
"12184",""
"12185","Homemaker"
"12186","Govt"
"12187",""
"12188","permanently disabled"
"12189","Travailleuse sociale"
"12190","teacher"
"12191","Temps plein"
"12192","Accounts payable"
"12193",""
"12194",""
"12195","-99"
"12196",""
"12197",""
"12198","Administration"
"12199","Government"
"12200","directeur des ventes automobiles"
"12201","retail"
"12202","nuclear"
"12203","RN"
"12204","Camionneur"
"12205","property manager"
"12206","Farm Manager"
"12207",""
"12208",""
"12209","Military"
"12210","-99"
"12211","Technologiste laboratoire médical"
"12212","-99"
"12213","Analyste marketing"
"12214","Fonctionnaire"
"12215","Self employed"
"12216","IT"
"12217","Management"
"12218",""
"12219","Tradesman"
"12220","educator"
"12221","Manager"
"12222","Education"
"12223",""
"12224","Security"
"12225","retired"
"12226","Administrative assistant"
"12227",""
"12228","Courtier assurances de dommages"
"12229","asst=gerant rest."
"12230","health care"
"12231",""
"12232",""
"12233",""
"12234",""
"12235","educator"
"12236","Faculty at a provincial collage"
"12237","-99"
"12238","-99"
"12239","Municipal Public Service"
"12240","Military"
"12241",""
"12242",""
"12243",""
"12244",""
"12245","Consultant"
"12246","Engineer"
"12247","Executive"
"12248","Accounting"
"12249","land development consultant"
"12250","Student"
"12251","-99"
"12252","Entrepreneur"
"12253",""
"12254",""
"12255","software designer"
"12256","sales associate"
"12257","répartiteur"
"12258","enseignement"
"12259","Transportation"
"12260","Cleaner"
"12261","Administrative secretary"
"12262","Investment banker"
"12263","social worker"
"12264","Case manager"
"12265","IT"
"12266","IT"
"12267","s/w Engineer"
"12268",""
"12269",""
"12270",""
"12271",""
"12272",""
"12273",""
"12274",""
"12275","good"
"12276","Air traffic controller"
"12277","Retraite"
"12278","Unemployment"
"12279",""
"12280",""
"12281","Nurse"
"12282","Accounting clerk"
"12283","teacher"
"12284","Accountant"
"12285",""
"12286","Accounting clerical"
"12287","Farmer"
"12288","Professor"
"12289","Cadre supérieur"
"12290",""
"12291","Salarié temps plein"
"12292","-99"
"12293","manager"
"12294","Office worker"
"12295","employé civil"
"12296","Agent de bureau"
"12297","-99"
"12298",""
"12299",""
"12300","Accountant"
"12301","infirmier auxiliaire"
"12302",""
"12303",""
"12304","teacher"
"12305","Air Traffic Controller."
"12306","Retired"
"12307","COO"
"12308","Bookkeeper"
"12309","Student"
"12310","Military"
"12311","opérateur de chariot élévateur."
"12312",""
"12313","homemaker"
"12314",""
"12315","homemaker"
"12316",""
"12317","-99"
"12318",""
"12319","Executive management"
"12320","Manager"
"12321","-99"
"12322","Manager"
"12323","-99"
"12324","social worker"
"12325",""
"12326",""
"12327","- ingénieur"
"12328","Retired"
"12329",""
"12330","Kinesiologist"
"12331",""
"12332","Software support engineer"
"12333",""
"12334",""
"12335","-99"
"12336",""
"12337","retired"
"12338","Credit manager"
"12339",""
"12340","Banker"
"12341","sales of custom manufactured products"
"12342",""
"12343",""
"12344","Nothing"
"12345",""
"12346","Agent de bureau"
"12347","administrator"
"12348","Adjudicator"
"12349","Healthcare worker"
"12350","Retraité"
"12351",""
"12352","Directrice"
"12353","Driver"
"12354",""
"12355","NURSE"
"12356","Communications"
"12357","Federal Manager at CRA"
"12358",""
"12359","Homemaker"
"12360","computer technician"
"12361",""
"12362",""
"12363","Travailleur social"
"12364",""
"12365","Media research."
"12366","Line worker"
"12367",""
"12368","QA Analyst (software testing)"
"12369",""
"12370","Talent acquisition"
"12371","Travailleur"
"12372","repartiteur"
"12373","-99"
"12374","Architecte"
"12375",""
"12376",""
"12377",""
"12378",""
"12379","Semi retired. Seasonal worker. Highway snow plowing"
"12380","Clerical"
"12381",""
"12382",""
"12383","Social service"
"12384","Sales specialist"
"12385","Analyst"
"12386",""
"12387",""
"12388","Computer support"
"12389","Adjointe administrative"
"12390","Daycare educator"
"12391",""
"12392",""
"12393",""
"12394","library assistant"
"12395","-99"
"12396","Agent administratif"
"12397",""
"12398","Juriste"
"12399",""
"12400","Service à la clientèle"
"12401","-99"
"12402","-99"
"12403","Captain Canadian Army"
"12404",""
"12405","Prepose aux beneficiaires"
"12406","Cashier"
"12407","Provincial Corrections Officer (ret)"
"12408",""
"12409","Administrative"
"12410","Adjointe administrative"
"12411","-99"
"12412",""
"12413","Conductrice autobus scolaire"
"12414","cra"
"12415","Educator"
"12416",""
"12417","Retraité"
"12418",""
"12419",""
"12420","Asss"
"12421","carpenter"
"12422","commis comptable"
"12423","fonctionnaire"
"12424","Teacher"
"12425","-99"
"12426","journalier d'usine"
"12427","Safety Aviation Manager"
"12428",""
"12429",""
"12430","Corporate officer"
"12431","none"
"12432","Nurse"
"12433","School Caretaker"
"12434","Retail"
"12435","Sales"
"12436","food services"
"12437","IT"
"12438",""
"12439","Pizza Delivery"
"12440",""
"12441","Conseiller"
"12442","university professor"
"12443",""
"12444",""
"12445","chef"
"12446",""
"12447",""
"12448",""
"12449","Unemployed"
"12450","Consultant"
"12451","-99"
"12452","Agente administrative"
"12453","Investment advisor"
"12454","enseignant"
"12455","Clerk"
"12456",""
"12457","Assistant"
"12458",""
"12459","Accountant"
"12460","Administration"
"12461","Teacher"
"12462",""
"12463",""
"12464","Health"
"12465","postal worker"
"12466","Travail"
"12467","business owner"
"12468",""
"12469","Infirmière"
"12470","municipal worker"
"12471",""
"12472","-99"
"12473",""
"12474","-99"
"12475","travailleuse autonome"
"12476","Finance supervisor"
"12477",""
"12478","Insructor"
"12479","bookkeeper"
"12480","assistante-comptable"
"12481","Correctional Officer"
"12482","boilermaker"
"12483",""
"12484","-99"
"12485",""
"12486","restauration, cuisinier"
"12487","Health Records Clerk"
"12488","-99"
"12489","-99"
"12490",""
"12491","part time retail associate"
"12492","Analyste"
"12493",""
"12494",""
"12495","policier"
"12496","auto mechanic"
"12497","Clerical"
"12498",""
"12499","virologist"
"12500","Homecare worker"
"12501","Cashier"
"12502","Conseillère Finances Personnelles"
"12503","Professional in education"
"12504","Senior HR Officer"
"12505","-99"
"12506","early childhood educator"
"12507","clerical"
"12508","technicienne en comptabilité"
"12509","Cadre"
"12510","Early Years Facilitator"
"12511",""
"12512","Computer software related"
"12513","informaticien"
"12514",""
"12515",""
"12516","Responsable des ressources humaines"
"12517","Gestionnaire dans un Cégep"
"12518","Farmer"
"12519",""
"12520","Supply Chain Management"
"12521","Machinist"
"12522","Psychologist"
"12523",""
"12524",""
"12525","travailleur autonome"
"12526","-99"
"12527","Technical Support Representative"
"12528","unemployed"
"12529",""
"12530","Senior appeals officer"
"12531","Strategic Crime Analyst"
"12532","-99"
"12533","Enseignante"
"12534","-99"
"12535","-99"
"12536","kitchen worker"
"12537",""
"12538",""
"12539","-99"
"12540","VP Human Resources"
"12541","Homemaker"
"12542","Hygiène et salubrité"
"12543","Ingénieur"
"12544",""
"12545","student"
"12546",""
"12547",""
"12548","Technical consultant"
"12549","Financial analyst"
"12550","Health"
"12551","-99"
"12552","-99"
"12553","Emplayé temps plein"
"12554","Human Resources"
"12555","Camionneur"
"12556","Librarian"
"12557",""
"12558","SVP STRATEGY AND DEVELOPMENT"
"12559",""
"12560","-99"
"12561","Personne au foyer"
"12562","Éducatrice en milieu familial"
"12563",""
"12564","Owner"
"12565","Comptable"
"12566",""
"12567",""
"12568","Représentant des ventes"
"12569","mechanic"
"12570",""
"12571","Consultant"
"12572","-99"
"12573","-99"
"12574","-99"
"12575","supervisor of transportation"
"12576","dental receptionist"
"12577","-99"
"12578","develop director"
"12579","Reg. N."
"12580","Librarian"
"12581","College Professor"
"12582","-99"
"12583","Janitorial Business"
"12584","Self employed"
"12585",""
"12586",""
"12587","-99"
"12588","Systems Analyst"
"12589","labourer"
"12590",""
"12591","Student"
"12592","College Instructor"
"12593","Administration"
"12594","IT Consultant"
"12595","Concepreur mécanique"
"12596","business consultant"
"12597","Economist"
"12598","-99"
"12599",""
"12600","-99"
"12601",""
"12602","-99"
"12603","Longshoreman"
"12604","shipping clerk"
"12605","-99"
"12606","Service de garde (ecole)"
"12607",""
"12608","Opérateur industriel"
"12609","Personal shopper"
"12610",""
"12611",""
"12612","Welder"
"12613","-99"
"12614","Office Manager"
"12615","self employed"
"12616",""
"12617","Paralegal"
"12618","Technicien Informatique"
"12619",""
"12620","-99"
"12621","President"
"12622",""
"12623","-99"
"12624",""
"12625",""
"12626","VP of Marketing"
"12627","Long term care aide"
"12628","Director"
"12629","Associate"
"12630",""
"12631","-99"
"12632","-99"
"12633","Adjointe administrative"
"12634","Resident care worker"
"12635","Secrétaire"
"12636","administration"
"12637","Machine Op."
"12638","Librarian"
"12639",""
"12640","Administrative Assistant"
"12641","Manager"
"12642","-99"
"12643",""
"12644",""
"12645","butcher"
"12646","traducteur-interprète"
"12647",""
"12648","Engineer"
"12649",""
"12650","Teacher"
"12651","Enseignante"
"12652","Clergy"
"12653","RETIRED EDUCATOR NOW A SMALL BUSINESS OWNER"
"12654","Commis"
"12655","contractor"
"12656",""
"12657",""
"12658",""
"12659","Météorologue"
"12660","Dishwasher"
"12661","-99"
"12662",""
"12663",""
"12664","qa manager"
"12665",""
"12666",""
"12667","Analyste-programmeur"
"12668","Student"
"12669",""
"12670","TRUCK DRIVER / CRANE OPERATOR"
"12671","Sprinkler Fitter"
"12672","-99"
"12673","Homemaker"
"12674",""
"12675",""
"12676","Manager"
"12677","Student"
"12678",""
"12679",""
"12680",""
"12681","professeur cegep"
"12682","Small business owner"
"12683","Retail"
"12684","Chauffeur de bus"
"12685","Retired"
"12686","Correcteur d'examens de français"
"12687","-99"
"12688",""
"12689","Academic"
"12690","office adminstrator"
"12691",""
"12692",""
"12693",""
"12694",""
"12695","Child care"
"12696",""
"12697","It consultant"
"12698","Supervisor"
"12699","-99"
"12700","administrative"
"12701","-99"
"12702","Éducatrice spécialisée"
"12703",""
"12704","Education"
"12705","Credit union employee"
"12706","Telecommunications"
"12707","accountant"
"12708",""
"12709",""
"12710","SUPERVISOR"
"12711",""
"12712","Unemployed"
"12713","shipping clerk"
"12714","Comptable"
"12715","Consultant"
"12716",""
"12717","Pet handler"
"12718","pharmacist"
"12719","travel agent"
"12720","technicienne"
"12721","Dental"
"12722","-99"
"12723","Mechanic"
"12724","illustrator"
"12725","customer support"
"12726","Salesman"
"12727","Paralegal"
"12728","Engineer"
"12729",""
"12730","Medical lab technician"
"12731",""
"12732",""
"12733",""
"12734",""
"12735",""
"12736","Student"
"12737","Insurance"
"12738",""
"12739","Financial administration"
"12740",""
"12741","Self employed"
"12742",""
"12743","Retired"
"12744","directeure"
"12745","Senior Consultant"
"12746","admin"
"12747",""
"12748",""
"12749",""
"12750","propertymanager"
"12751",""
"12752","Directeur général"
"12753","Student"
"12754","Bénévole"
"12755","-99"
"12756","Business Owner"
"12757","-99"
"12758","Nurse"
"12759",""
"12760",""
"12761","Teacher"
"12762","homemaker"
"12763","writer/novelist"
"12764","real estate secretary"
"12765","Group Home Counsellor"
"12766",""
"12767","-99"
"12768","business analyst"
"12769","Canada border services agency"
"12770","Travail temps plein"
"12771",""
"12772","Student"
"12773","Dans la santé"
"12774",""
"12775","HR Manager"
"12776","Acheteur"
"12777","Spychothérapeute"
"12778","Travailleur"
"12779","Policier retraité"
"12780","Paralegal"
"12781",""
"12782","marketing and sales"
"12783","BAKER"
"12784",""
"12785",""
"12786",""
"12787","-99"
"12788","secrétaire d'école"
"12789","IT Services"
"12790",""
"12791","Quebec"
"12792","Landscaper and snow removal"
"12793","-99"
"12794",""
"12795",""
"12796","-99"
"12797","office clerk"
"12798",""
"12799",""
"12800",""
"12801","Vente"
"12802","Gestionnaire"
"12803",""
